Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.032, 0.032, 0.000, 0.000, 0.086, 0.029, 0.299, 0.030] | Action Distribution: FORWARD: 0.1623 | TURN_LEFT: 0.1697 | TURN_RIGHT: 0.1673 | FORWARD_LEFT: 0.1651 | FORWARD_RIGHT: 0.1678 | BACKWARD: 0.1677 | Selected: BACKWARD (prob: 0.1677)
Episode 75 | Step 7 | State: [0.193, 0.085, 0.000, 0.000, 0.029, 0.029, 0.289, 0.131] | Action Distribution: FORWARD: 0.0029 | TURN_LEFT: 0.1159 | TURN_RIGHT: 0.3554 | FORWARD_LEFT: 0.0320 | FORWARD_RIGHT: 0.4810 | BACKWARD: 0.0127 | Selected: TURN_RIGHT (prob: 0.3554)
Episode 75 | Step 8 | State: [0.257, 0.077, 0.000, 0.000, 0.029, 0.029, 0.289, 0.127] | Action Distribution: FORWARD: 0.0019 | TURN_LEFT: 0.1692 | TURN_RIGHT: 0.3056 | FORWARD_LEFT: 0.0366 | FORWARD_RIGHT: 0.4764 | BACKWARD: 0.0102 | Selected: TURN_RIGHT (prob: 0.3056)
Episode 75 | Step 9 | State: [0.267, 0.067, 0.000, 0.000, 0.029, 0.029, 0.289, 0.156] | Action Distribution: FORWARD: 0.0024 | TURN_LEFT: 0.2805 | TURN_RIGHT: 0.3195 | FORWARD_LEFT: 0.0465 | FORWARD_RIGHT: 0.3345 | BACKWARD: 0.0166 | Selected: TURN_RIGHT (prob: 0.3195)
Episode 75 | Step 10 | State: [0.273, 0.054, 0.000, 0.000, 0.029, 0.029, 0.289, 0.149] | Action Distribution: FORWARD: 0.0021 | TURN_LEFT: 0.3329 | TURN_RIGHT: 0.2983 | FORWARD_LEFT: 0.0481 | FORWARD_RIGHT: 0.3031 | BACKWARD: 0.0156 | Selected: TURN_RIGHT (prob: 0.2983)
Episode 76 | Step 1 | State: [0.274, 0.043, 0.000, 0.000, 0.029, 0.029, 0.316, 0.117] | Action Distribution: FORWARD: 0.0014 | TURN_LEFT: 0.2751 | TURN_RIGHT: 0.2688 | FORWARD_LEFT: 0.0418 | FORWARD_RIGHT: 0.4036 | BACKWARD: 0.0093 | Selected: TURN_RIGHT (prob: 0.2688)
Episode 76 | Step 2 | State: [0.218, 0.032, 0.000, 0.000, 0.029, 0.029, 0.346, 0.110] | Action Distribution: FORWARD: 0.0016 | TURN_LEFT: 0.2103 | TURN_RIGHT: 0.2777 | FORWARD_LEFT: 0.0382 | FORWARD_RIGHT: 0.4635 | BACKWARD: 0.0086 | Selected: TURN_LEFT (prob: 0.2103)
Episode 76 | Step 3 | State: [0.276, 0.043, 0.000, 0.000, 0.029, 0.029, 0.316, 0.140] | Action Distribution: FORWARD: 0.0016 | TURN_LEFT: 0.4260 | TURN_RIGHT: 0.2433 | FORWARD_LEFT: 0.0491 | FORWARD_RIGHT: 0.2663 | BACKWARD: 0.0136 | Selected: TURN_RIGHT (prob: 0.2433)
Episode 76 | Step 4 | State: [0.218, 0.033, 0.000, 0.000, 0.029, 0.029, 0.349, 0.110] | Action Distribution: FORWARD: 0.0016 | TURN_LEFT: 0.2641 | TURN_RIGHT: 0.2646 | FORWARD_LEFT: 0.0420 | FORWARD_RIGHT: 0.4179 | BACKWARD: 0.0098 | Selected: TURN_LEFT (prob: 0.2641)
Episode 76 | Step 5 | State: [0.277, 0.043, 0.000, 0.000, 0.029, 0.029, 0.316, 0.132] | Action Distribution: FORWARD: 0.0015 | TURN_LEFT: 0.4796 | TURN_RIGHT: 0.2217 | FORWARD_LEFT: 0.0495 | FORWARD_RIGHT: 0.2336 | BACKWARD: 0.0141 | Selected: TURN_LEFT (prob: 0.4796)
Episode 76 | Step 6 | State: [0.277, 0.054, 0.000, 0.000, 0.029, 0.029, 0.289, 0.148] | Action Distribution: FORWARD: 0.0018 | TURN_LEFT: 0.5945 | TURN_RIGHT: 0.1972 | FORWARD_LEFT: 0.0511 | FORWARD_RIGHT: 0.1329 | BACKWARD: 0.0224 | Selected: TURN_LEFT (prob: 0.5945)
Episode 76 | Step 7 | State: [0.272, 0.067, 0.000, 0.000, 0.029, 0.029, 0.289, 0.156] | Action Distribution: FORWARD: 0.0021 | TURN_LEFT: 0.6045 | TURN_RIGHT: 0.1922 | FORWARD_LEFT: 0.0517 | FORWARD_RIGHT: 0.1206 | BACKWARD: 0.0289 | Selected: TURN_LEFT (prob: 0.6045)
Episode 76 | Step 8 | State: [0.264, 0.077, 0.000, 0.000, 0.029, 0.029, 0.289, 0.126] | Action Distribution: FORWARD: 0.0021 | TURN_LEFT: 0.4739 | TURN_RIGHT: 0.2237 | FORWARD_LEFT: 0.0536 | FORWARD_RIGHT: 0.2262 | BACKWARD: 0.0206 | Selected: TURN_LEFT (prob: 0.4739)
Episode 76 | Step 9 | State: [0.200, 0.085, 0.000, 0.000, 0.029, 0.029, 0.289, 0.130] | Action Distribution: FORWARD: 0.0039 | TURN_LEFT: 0.3832 | TURN_RIGHT: 0.2850 | FORWARD_LEFT: 0.0559 | FORWARD_RIGHT: 0.2401 | BACKWARD: 0.0319 | Selected: TURN_RIGHT (prob: 0.2850)
Episode 76 | Step 10 | State: [0.265, 0.070, 0.000, 0.000, 0.029, 0.029, 0.289, 0.142] | Action Distribution: FORWARD: 0.0024 | TURN_LEFT: 0.5609 | TURN_RIGHT: 0.2038 | FORWARD_LEFT: 0.0540 | FORWARD_RIGHT: 0.1469 | BACKWARD: 0.0319 | Selected: TURN_LEFT (prob: 0.5609)
Episode 77 | Step 1 | State: [0.201, 0.085, 0.000, 0.000, 0.029, 0.029, 0.289, 0.129] | Action Distribution: FORWARD: 0.0041 | TURN_LEFT: 0.3937 | TURN_RIGHT: 0.2807 | FORWARD_LEFT: 0.0565 | FORWARD_RIGHT: 0.2274 | BACKWARD: 0.0375 | Selected: TURN_LEFT (prob: 0.3937)
Episode 77 | Step 2 | State: [0.139, 0.090, 0.000, 0.000, 0.029, 0.029, 0.292, 0.097] | Action Distribution: FORWARD: 0.0044 | TURN_LEFT: 0.2096 | TURN_RIGHT: 0.3162 | FORWARD_LEFT: 0.0457 | FORWARD_RIGHT: 0.3996 | BACKWARD: 0.0245 | Selected: FORWARD_RIGHT (prob: 0.3996)
Episode 77 | Step 3 | State: [0.196, 0.068, 0.000, 0.000, 0.029, 0.029, 0.289, 0.199] | Action Distribution: FORWARD: 0.0053 | TURN_LEFT: 0.5188 | TURN_RIGHT: 0.1863 | FORWARD_LEFT: 0.0397 | FORWARD_RIGHT: 0.0335 | BACKWARD: 0.2164 | Selected: BACKWARD (prob: 0.2164)
Episode 77 | Step 4 | State: [0.218, 0.085, 0.000, 0.000, 0.029, 0.029, 0.289, 0.125] | Action Distribution: FORWARD: 0.0042 | TURN_LEFT: 0.3610 | TURN_RIGHT: 0.2791 | FORWARD_LEFT: 0.0559 | FORWARD_RIGHT: 0.2581 | BACKWARD: 0.0417 | Selected: TURN_RIGHT (prob: 0.2791)
Episode 77 | Step 5 | State: [0.292, 0.070, 0.000, 0.000, 0.029, 0.029, 0.289, 0.135] | Action Distribution: FORWARD: 0.0027 | TURN_LEFT: 0.4814 | TURN_RIGHT: 0.2187 | FORWARD_LEFT: 0.0556 | FORWARD_RIGHT: 0.2017 | BACKWARD: 0.0398 | Selected: BACKWARD (prob: 0.0398)
Episode 77 | Step 6 | State: [0.358, 0.086, 0.000, 0.000, 0.029, 0.029, 0.291, 0.093] | Action Distribution: FORWARD: 0.0013 | TURN_LEFT: 0.3494 | TURN_RIGHT: 0.1836 | FORWARD_LEFT: 0.0454 | FORWARD_RIGHT: 0.4056 | BACKWARD: 0.0149 | Selected: FORWARD_RIGHT (prob: 0.4056)
Episode 77 | Step 7 | State: [0.324, 0.056, 0.000, 0.000, 0.029, 0.029, 0.289, 0.140] | Action Distribution: FORWARD: 0.0024 | TURN_LEFT: 0.4831 | TURN_RIGHT: 0.2126 | FORWARD_LEFT: 0.0540 | FORWARD_RIGHT: 0.2079 | BACKWARD: 0.0400 | Selected: TURN_LEFT (prob: 0.4831)
Episode 77 | Step 8 | State: [0.314, 0.070, 0.000, 0.000, 0.029, 0.029, 0.289, 0.130] | Action Distribution: FORWARD: 0.0025 | TURN_LEFT: 0.3440 | TURN_RIGHT: 0.2330 | FORWARD_LEFT: 0.0516 | FORWARD_RIGHT: 0.3394 | BACKWARD: 0.0296 | Selected: TURN_RIGHT (prob: 0.2330)
Episode 77 | Step 9 | State: [0.324, 0.056, 0.000, 0.000, 0.029, 0.029, 0.289, 0.141] | Action Distribution: FORWARD: 0.0025 | TURN_LEFT: 0.3649 | TURN_RIGHT: 0.2354 | FORWARD_LEFT: 0.0516 | FORWARD_RIGHT: 0.3135 | BACKWARD: 0.0322 | Selected: FORWARD_RIGHT (prob: 0.3135)
Episode 77 | Step 10 | State: [0.228, 0.042, 0.000, 0.000, 0.029, 0.029, 0.310, 0.123] | Action Distribution: FORWARD: 0.0030 | TURN_LEFT: 0.1785 | TURN_RIGHT: 0.2743 | FORWARD_LEFT: 0.0397 | FORWARD_RIGHT: 0.4841 | BACKWARD: 0.0205 | Selected: FORWARD_RIGHT (prob: 0.4841)
Episode 78 | Step 1 | State: [0.104, 0.033, 0.000, 0.000, 0.029, 0.029, 0.319, 0.088] | Action Distribution: FORWARD: 0.0030 | TURN_LEFT: 0.0772 | TURN_RIGHT: 0.2835 | FORWARD_LEFT: 0.0249 | FORWARD_RIGHT: 0.5989 | BACKWARD: 0.0126 | Selected: TURN_RIGHT (prob: 0.2835)
Episode 78 | Step 2 | State: [0.068, 0.032, 0.000, 0.000, 0.029, 0.029, 0.331, 0.063] | Action Distribution: FORWARD: 0.0019 | TURN_LEFT: 0.0447 | TURN_RIGHT: 0.2372 | FORWARD_LEFT: 0.0161 | FORWARD_RIGHT: 0.6933 | BACKWARD: 0.0068 | Selected: TURN_RIGHT (prob: 0.2372)
Episode 78 | Step 3 | State: [0.032, 0.032, 0.000, 0.000, 0.029, 0.041, 0.347, 0.030] | Action Distribution: FORWARD: 0.0011 | TURN_LEFT: 0.0279 | TURN_RIGHT: 0.1994 | FORWARD_LEFT: 0.0103 | FORWARD_RIGHT: 0.7576 | BACKWARD: 0.0038 | Selected: FORWARD_RIGHT (prob: 0.7576)
Episode 78 | Step 4 | State: [0.032, 0.032, 0.000, 0.000, 0.029, 0.053, 0.326, 0.030] | Action Distribution: FORWARD: 0.0013 | TURN_LEFT: 0.0324 | TURN_RIGHT: 0.2204 | FORWARD_LEFT: 0.0116 | FORWARD_RIGHT: 0.7296 | BACKWARD: 0.0046 | Selected: TURN_RIGHT (prob: 0.2204)
Episode 78 | Step 5 | State: [0.032, 0.055, 0.000, 0.000, 0.029, 0.063, 0.317, 0.030] | Action Distribution: FORWARD: 0.0013 | TURN_LEFT: 0.0303 | TURN_RIGHT: 0.2122 | FORWARD_LEFT: 0.0109 | FORWARD_RIGHT: 0.7410 | BACKWARD: 0.0043 | Selected: FORWARD_RIGHT (prob: 0.7410)
Episode 78 | Step 6 | State: [0.032, 0.051, 0.000, 0.000, 0.029, 0.073, 0.303, 0.030] | Action Distribution: FORWARD: 0.0016 | TURN_LEFT: 0.0363 | TURN_RIGHT: 0.2365 | FORWARD_LEFT: 0.0124 | FORWARD_RIGHT: 0.7080 | BACKWARD: 0.0052 | Selected: FORWARD_RIGHT (prob: 0.7080)
Episode 78 | Step 7 | State: [0.032, 0.063, 0.000, 0.000, 0.029, 0.092, 0.295, 0.053] | Action Distribution: FORWARD: 0.0028 | TURN_LEFT: 0.0529 | TURN_RIGHT: 0.2998 | FORWARD_LEFT: 0.0166 | FORWARD_RIGHT: 0.6185 | BACKWARD: 0.0093 | Selected: FORWARD_RIGHT (prob: 0.6185)
Episode 78 | Step 8 | State: [0.032, 0.063, 0.000, 0.000, 0.029, 0.103, 0.289, 0.069] | Action Distribution: FORWARD: 0.0041 | TURN_LEFT: 0.0799 | TURN_RIGHT: 0.3720 | FORWARD_LEFT: 0.0211 | FORWARD_RIGHT: 0.5074 | BACKWARD: 0.0156 | Selected: FORWARD_RIGHT (prob: 0.5074)
Episode 78 | Step 9 | State: [0.033, 0.067, 0.000, 0.000, 0.029, 0.118, 0.295, 0.061] | Action Distribution: FORWARD: 0.0037 | TURN_LEFT: 0.0862 | TURN_RIGHT: 0.3725 | FORWARD_LEFT: 0.0208 | FORWARD_RIGHT: 0.5021 | BACKWARD: 0.0148 | Selected: FORWARD_RIGHT (prob: 0.5021)
Episode 78 | Step 10 | State: [0.094, 0.032, 0.000, 0.000, 0.029, 0.140, 0.289, 0.043] | Action Distribution: FORWARD: 0.0029 | TURN_LEFT: 0.1468 | TURN_RIGHT: 0.3587 | FORWARD_LEFT: 0.0253 | FORWARD_RIGHT: 0.4518 | BACKWARD: 0.0146 | Selected: TURN_RIGHT (prob: 0.3587)
Episode 79 | Step 1 | State: [0.135, 0.032, 0.000, 0.000, 0.029, 0.128, 0.289, 0.036] | Action Distribution: FORWARD: 0.0021 | TURN_LEFT: 0.1742 | TURN_RIGHT: 0.3180 | FORWARD_LEFT: 0.0254 | FORWARD_RIGHT: 0.4687 | BACKWARD: 0.0116 | Selected: FORWARD_RIGHT (prob: 0.4687)
Episode 79 | Step 2 | State: [0.156, 0.032, 0.000, 0.000, 0.029, 0.155, 0.289, 0.030] | Action Distribution: FORWARD: 0.0021 | TURN_LEFT: 0.2666 | TURN_RIGHT: 0.3331 | FORWARD_LEFT: 0.0283 | FORWARD_RIGHT: 0.3553 | BACKWARD: 0.0147 | Selected: TURN_LEFT (prob: 0.2666)
Episode 79 | Step 3 | State: [0.139, 0.032, 0.000, 0.000, 0.029, 0.173, 0.289, 0.030] | Action Distribution: FORWARD: 0.0025 | TURN_LEFT: 0.3607 | TURN_RIGHT: 0.3620 | FORWARD_LEFT: 0.0298 | FORWARD_RIGHT: 0.2230 | BACKWARD: 0.0220 | Selected: BACKWARD (prob: 0.0220)
Episode 79 | Step 4 | State: [0.141, 0.032, 0.000, 0.000, 0.029, 0.126, 0.289, 0.036] | Action Distribution: FORWARD: 0.0022 | TURN_LEFT: 0.3435 | TURN_RIGHT: 0.3482 | FORWARD_LEFT: 0.0293 | FORWARD_RIGHT: 0.2589 | BACKWARD: 0.0180 | Selected: TURN_RIGHT (prob: 0.3482)
Episode 79 | Step 5 | State: [0.192, 0.032, 0.000, 0.000, 0.029, 0.112, 0.289, 0.030] | Action Distribution: FORWARD: 0.0015 | TURN_LEFT: 0.3985 | TURN_RIGHT: 0.3035 | FORWARD_LEFT: 0.0284 | FORWARD_RIGHT: 0.2540 | BACKWARD: 0.0141 | Selected: FORWARD_RIGHT (prob: 0.2540)
Episode 79 | Step 6 | State: [0.177, 0.032, 0.000, 0.000, 0.029, 0.134, 0.289, 0.030] | Action Distribution: FORWARD: 0.0017 | TURN_LEFT: 0.4810 | TURN_RIGHT: 0.3133 | FORWARD_LEFT: 0.0285 | FORWARD_RIGHT: 0.1553 | BACKWARD: 0.0202 | Selected: TURN_RIGHT (prob: 0.3133)
Episode 79 | Step 7 | State: [0.148, 0.032, 0.000, 0.000, 0.029, 0.111, 0.297, 0.030] | Action Distribution: FORWARD: 0.0019 | TURN_LEFT: 0.4139 | TURN_RIGHT: 0.3516 | FORWARD_LEFT: 0.0283 | FORWARD_RIGHT: 0.1847 | BACKWARD: 0.0197 | Selected: TURN_LEFT (prob: 0.4139)
Episode 79 | Step 8 | State: [0.177, 0.032, 0.000, 0.000, 0.029, 0.133, 0.289, 0.030] | Action Distribution: FORWARD: 0.0018 | TURN_LEFT: 0.5110 | TURN_RIGHT: 0.3245 | FORWARD_LEFT: 0.0278 | FORWARD_RIGHT: 0.1100 | BACKWARD: 0.0249 | Selected: TURN_RIGHT (prob: 0.3245)
Episode 79 | Step 9 | State: [0.151, 0.032, 0.000, 0.000, 0.029, 0.111, 0.297, 0.030] | Action Distribution: FORWARD: 0.0021 | TURN_LEFT: 0.4123 | TURN_RIGHT: 0.3820 | FORWARD_LEFT: 0.0283 | FORWARD_RIGHT: 0.1518 | BACKWARD: 0.0235 | Selected: TURN_LEFT (prob: 0.4123)
Episode 79 | Step 10 | State: [0.178, 0.032, 0.000, 0.000, 0.029, 0.133, 0.289, 0.030] | Action Distribution: FORWARD: 0.0021 | TURN_LEFT: 0.4724 | TURN_RIGHT: 0.3664 | FORWARD_LEFT: 0.0281 | FORWARD_RIGHT: 0.1021 | BACKWARD: 0.0290 | Selected: TURN_LEFT (prob: 0.4724)
Episode 80 | Step 1 | State: [0.160, 0.032, 0.000, 0.000, 0.029, 0.154, 0.289, 0.030] | Action Distribution: FORWARD: 0.0026 | TURN_LEFT: 0.4506 | TURN_RIGHT: 0.4022 | FORWARD_LEFT: 0.0272 | FORWARD_RIGHT: 0.0780 | BACKWARD: 0.0393 | Selected: TURN_LEFT (prob: 0.4506)
Episode 80 | Step 2 | State: [0.141, 0.032, 0.000, 0.000, 0.029, 0.157, 0.289, 0.030] | Action Distribution: FORWARD: 0.0031 | TURN_LEFT: 0.3910 | TURN_RIGHT: 0.4542 | FORWARD_LEFT: 0.0269 | FORWARD_RIGHT: 0.0792 | BACKWARD: 0.0455 | Selected: BACKWARD (prob: 0.0455)
Episode 80 | Step 3 | State: [0.144, 0.053, 0.000, 0.000, 0.029, 0.115, 0.289, 0.033] | Action Distribution: FORWARD: 0.0031 | TURN_LEFT: 0.2614 | TURN_RIGHT: 0.4975 | FORWARD_LEFT: 0.0282 | FORWARD_RIGHT: 0.1820 | BACKWARD: 0.0279 | Selected: TURN_LEFT (prob: 0.2614)
Episode 80 | Step 4 | State: [0.100, 0.060, 0.000, 0.000, 0.029, 0.119, 0.289, 0.043] | Action Distribution: FORWARD: 0.0044 | TURN_LEFT: 0.2009 | TURN_RIGHT: 0.5720 | FORWARD_LEFT: 0.0260 | FORWARD_RIGHT: 0.1585 | BACKWARD: 0.0383 | Selected: FORWARD_RIGHT (prob: 0.1585)
Episode 80 | Step 5 | State: [0.150, 0.032, 0.000, 0.000, 0.029, 0.143, 0.289, 0.030] | Action Distribution: FORWARD: 0.0034 | TURN_LEFT: 0.2607 | TURN_RIGHT: 0.5287 | FORWARD_LEFT: 0.0285 | FORWARD_RIGHT: 0.1434 | BACKWARD: 0.0353 | Selected: TURN_RIGHT (prob: 0.5287)
Episode 80 | Step 6 | State: [0.169, 0.032, 0.000, 0.000, 0.029, 0.131, 0.289, 0.030] | Action Distribution: FORWARD: 0.0031 | TURN_LEFT: 0.2355 | TURN_RIGHT: 0.5118 | FORWARD_LEFT: 0.0294 | FORWARD_RIGHT: 0.1921 | BACKWARD: 0.0281 | Selected: FORWARD_RIGHT (prob: 0.1921)
Episode 80 | Step 7 | State: [0.123, 0.032, 0.000, 0.000, 0.029, 0.151, 0.289, 0.030] | Action Distribution: FORWARD: 0.0043 | TURN_LEFT: 0.1983 | TURN_RIGHT: 0.5717 | FORWARD_LEFT: 0.0278 | FORWARD_RIGHT: 0.1580 | BACKWARD: 0.0400 | Selected: TURN_RIGHT (prob: 0.5717)
Episode 80 | Step 8 | State: [0.098, 0.032, 0.000, 0.000, 0.040, 0.153, 0.296, 0.030] | Action Distribution: FORWARD: 0.0048 | TURN_LEFT: 0.1910 | TURN_RIGHT: 0.5878 | FORWARD_LEFT: 0.0274 | FORWARD_RIGHT: 0.1383 | BACKWARD: 0.0506 | Selected: TURN_RIGHT (prob: 0.5878)
Episode 80 | Step 9 | State: [0.083, 0.032, 0.000, 0.000, 0.066, 0.122, 0.305, 0.030] | Action Distribution: FORWARD: 0.0049 | TURN_LEFT: 0.2049 | TURN_RIGHT: 0.5716 | FORWARD_LEFT: 0.0290 | FORWARD_RIGHT: 0.1325 | BACKWARD: 0.0570 | Selected: TURN_LEFT (prob: 0.2049)
Episode 80 | Step 10 | State: [0.111, 0.032, 0.000, 0.000, 0.040, 0.152, 0.296, 0.030] | Action Distribution: FORWARD: 0.0051 | TURN_LEFT: 0.1907 | TURN_RIGHT: 0.5504 | FORWARD_LEFT: 0.0316 | FORWARD_RIGHT: 0.1729 | BACKWARD: 0.0493 | Selected: TURN_RIGHT (prob: 0.5504)
Episode 81 | Step 1 | State: [0.083, 0.032, 0.000, 0.000, 0.066, 0.122, 0.305, 0.030] | Action Distribution: FORWARD: 0.0054 | TURN_LEFT: 0.2008 | TURN_RIGHT: 0.5421 | FORWARD_LEFT: 0.0329 | FORWARD_RIGHT: 0.1598 | BACKWARD: 0.0590 | Selected: BACKWARD (prob: 0.0590)
Episode 81 | Step 2 | State: [0.127, 0.032, 0.000, 0.000, 0.051, 0.082, 0.315, 0.030] | Action Distribution: FORWARD: 0.0031 | TURN_LEFT: 0.1336 | TURN_RIGHT: 0.4026 | FORWARD_LEFT: 0.0314 | FORWARD_RIGHT: 0.4108 | BACKWARD: 0.0187 | Selected: TURN_LEFT (prob: 0.1336)
Episode 81 | Step 3 | State: [0.175, 0.032, 0.000, 0.000, 0.029, 0.101, 0.301, 0.030] | Action Distribution: FORWARD: 0.0027 | TURN_LEFT: 0.1287 | TURN_RIGHT: 0.3481 | FORWARD_LEFT: 0.0320 | FORWARD_RIGHT: 0.4730 | BACKWARD: 0.0154 | Selected: FORWARD_LEFT (prob: 0.0320)
Episode 81 | Step 4 | State: [0.131, 0.032, 0.000, 0.000, 0.029, 0.140, 0.289, 0.030] | Action Distribution: FORWARD: 0.0047 | TURN_LEFT: 0.1529 | TURN_RIGHT: 0.4274 | FORWARD_LEFT: 0.0373 | FORWARD_RIGHT: 0.3477 | BACKWARD: 0.0301 | Selected: TURN_RIGHT (prob: 0.4274)
Episode 81 | Step 5 | State: [0.120, 0.032, 0.000, 0.000, 0.029, 0.142, 0.297, 0.030] | Action Distribution: FORWARD: 0.0045 | TURN_LEFT: 0.1353 | TURN_RIGHT: 0.4071 | FORWARD_LEFT: 0.0361 | FORWARD_RIGHT: 0.3899 | BACKWARD: 0.0271 | Selected: TURN_RIGHT (prob: 0.4071)
Episode 81 | Step 6 | State: [0.089, 0.032, 0.000, 0.000, 0.056, 0.115, 0.307, 0.030] | Action Distribution: FORWARD: 0.0048 | TURN_LEFT: 0.1458 | TURN_RIGHT: 0.4144 | FORWARD_LEFT: 0.0378 | FORWARD_RIGHT: 0.3655 | BACKWARD: 0.0316 | Selected: FORWARD_RIGHT (prob: 0.3655)
Episode 81 | Step 7 | State: [0.032, 0.032, 0.000, 0.000, 0.093, 0.136, 0.313, 0.029] | Action Distribution: FORWARD: 0.0081 | TURN_LEFT: 0.2268 | TURN_RIGHT: 0.4781 | FORWARD_LEFT: 0.0380 | FORWARD_RIGHT: 0.1266 | BACKWARD: 0.1225 | Selected: TURN_RIGHT (prob: 0.4781)
Episode 81 | Step 8 | State: [0.032, 0.032, 0.000, 0.000, 0.132, 0.095, 0.322, 0.030] | Action Distribution: FORWARD: 0.0069 | TURN_LEFT: 0.3104 | TURN_RIGHT: 0.4050 | FORWARD_LEFT: 0.0397 | FORWARD_RIGHT: 0.0945 | BACKWARD: 0.1434 | Selected: FORWARD_RIGHT (prob: 0.0945)
Episode 81 | Step 9 | State: [0.032, 0.032, 0.000, 0.000, 0.238, 0.104, 0.314, 0.030] | Action Distribution: FORWARD: 0.0018 | TURN_LEFT: 0.3511 | TURN_RIGHT: 0.0734 | FORWARD_LEFT: 0.0079 | FORWARD_RIGHT: 0.0015 | BACKWARD: 0.5644 | Selected: BACKWARD (prob: 0.5644)
Episode 81 | Step 10 | State: [0.032, 0.032, 0.000, 0.000, 0.161, 0.088, 0.325, 0.030] | Action Distribution: FORWARD: 0.0058 | TURN_LEFT: 0.4156 | TURN_RIGHT: 0.2937 | FORWARD_LEFT: 0.0356 | FORWARD_RIGHT: 0.0456 | BACKWARD: 0.2037 | Selected: TURN_LEFT (prob: 0.4156)
Episode 82 | Step 1 | State: [0.032, 0.032, 0.000, 0.000, 0.119, 0.091, 0.326, 0.030] | Action Distribution: FORWARD: 0.0065 | TURN_LEFT: 0.3047 | TURN_RIGHT: 0.3957 | FORWARD_LEFT: 0.0457 | FORWARD_RIGHT: 0.1502 | BACKWARD: 0.0973 | Selected: TURN_LEFT (prob: 0.3047)
Episode 82 | Step 2 | State: [0.032, 0.032, 0.000, 0.000, 0.089, 0.128, 0.320, 0.030] | Action Distribution: FORWARD: 0.0074 | TURN_LEFT: 0.2719 | TURN_RIGHT: 0.4207 | FORWARD_LEFT: 0.0452 | FORWARD_RIGHT: 0.1579 | BACKWARD: 0.0969 | Selected: TURN_LEFT (prob: 0.2719)
Episode 82 | Step 3 | State: [0.055, 0.033, 0.000, 0.000, 0.051, 0.129, 0.316, 0.029] | Action Distribution: FORWARD: 0.0059 | TURN_LEFT: 0.1878 | TURN_RIGHT: 0.4006 | FORWARD_LEFT: 0.0448 | FORWARD_RIGHT: 0.3190 | BACKWARD: 0.0418 | Selected: FORWARD_LEFT (prob: 0.0448)
Episode 82 | Step 4 | State: [0.068, 0.032, 0.000, 0.000, 0.053, 0.307, 0.295, 0.030] | Action Distribution: FORWARD: 0.0046 | TURN_LEFT: 0.3029 | TURN_RIGHT: 0.1609 | FORWARD_LEFT: 0.0160 | FORWARD_RIGHT: 0.0069 | BACKWARD: 0.5088 | Selected: TURN_LEFT (prob: 0.3029)
Episode 82 | Step 5 | State: [0.086, 0.032, 0.000, 0.000, 0.040, 0.305, 0.294, 0.030] | Action Distribution: FORWARD: 0.0046 | TURN_LEFT: 0.3734 | TURN_RIGHT: 0.1699 | FORWARD_LEFT: 0.0193 | FORWARD_RIGHT: 0.0086 | BACKWARD: 0.4243 | Selected: TURN_LEFT (prob: 0.3734)
Episode 82 | Step 6 | State: [0.102, 0.032, 0.000, 0.000, 0.029, 0.298, 0.289, 0.030] | Action Distribution: FORWARD: 0.0046 | TURN_LEFT: 0.4333 | TURN_RIGHT: 0.1801 | FORWARD_LEFT: 0.0227 | FORWARD_RIGHT: 0.0108 | BACKWARD: 0.3486 | Selected: TURN_LEFT (prob: 0.4333)
Episode 82 | Step 7 | State: [0.105, 0.032, 0.000, 0.000, 0.029, 0.289, 0.289, 0.030] | Action Distribution: FORWARD: 0.0043 | TURN_LEFT: 0.4646 | TURN_RIGHT: 0.1798 | FORWARD_LEFT: 0.0232 | FORWARD_RIGHT: 0.0106 | BACKWARD: 0.3175 | Selected: TURN_LEFT (prob: 0.4646)
Episode 82 | Step 8 | State: [0.084, 0.032, 0.000, 0.000, 0.029, 0.275, 0.289, 0.030] | Action Distribution: FORWARD: 0.0050 | TURN_LEFT: 0.4396 | TURN_RIGHT: 0.2065 | FORWARD_LEFT: 0.0237 | FORWARD_RIGHT: 0.0116 | BACKWARD: 0.3136 | Selected: BACKWARD (prob: 0.3136)
Episode 82 | Step 9 | State: [0.092, 0.033, 0.000, 0.000, 0.029, 0.221, 0.293, 0.029] | Action Distribution: FORWARD: 0.0057 | TURN_LEFT: 0.4610 | TURN_RIGHT: 0.3060 | FORWARD_LEFT: 0.0371 | FORWARD_RIGHT: 0.0395 | BACKWARD: 0.1507 | Selected: TURN_LEFT (prob: 0.4610)
Episode 82 | Step 10 | State: [0.069, 0.032, 0.000, 0.000, 0.029, 0.208, 0.289, 0.030] | Action Distribution: FORWARD: 0.0070 | TURN_LEFT: 0.3982 | TURN_RIGHT: 0.3650 | FORWARD_LEFT: 0.0377 | FORWARD_RIGHT: 0.0464 | BACKWARD: 0.1456 | Selected: BACKWARD (prob: 0.1456)
