Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.057, 0.020, 0.198, 0.020] | Action Distribution: FORWARD: 0.1653 | TURN_LEFT: 0.1695 | TURN_RIGHT: 0.1620 | FORWARD_LEFT: 0.1666 | FORWARD_RIGHT: 0.1717 | BACKWARD: 0.1649 | Selected: TURN_LEFT (prob: 0.1695)
Episode 123 | Step 5 | State: [0.021, 0.021, 0.000, 0.000, 0.148, 0.020, 0.193, 0.039] | Action Distribution: FORWARD: 0.0295 | TURN_LEFT: 0.2631 | TURN_RIGHT: 0.6073 | FORWARD_LEFT: 0.0081 | FORWARD_RIGHT: 0.0041 | BACKWARD: 0.0879 | Selected: TURN_RIGHT (prob: 0.6073)
Episode 123 | Step 6 | State: [0.021, 0.021, 0.000, 0.000, 0.094, 0.020, 0.193, 0.049] | Action Distribution: FORWARD: 0.1549 | TURN_LEFT: 0.2987 | TURN_RIGHT: 0.4505 | FORWARD_LEFT: 0.0369 | FORWARD_RIGHT: 0.0161 | BACKWARD: 0.0429 | Selected: TURN_LEFT (prob: 0.2987)
Episode 123 | Step 7 | State: [0.021, 0.021, 0.000, 0.000, 0.146, 0.020, 0.193, 0.039] | Action Distribution: FORWARD: 0.0292 | TURN_LEFT: 0.2775 | TURN_RIGHT: 0.6004 | FORWARD_LEFT: 0.0081 | FORWARD_RIGHT: 0.0039 | BACKWARD: 0.0808 | Selected: TURN_LEFT (prob: 0.2775)
Episode 123 | Step 8 | State: [0.021, 0.021, 0.000, 0.000, 0.211, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0035 | TURN_LEFT: 0.2038 | TURN_RIGHT: 0.6412 | FORWARD_LEFT: 0.0011 | FORWARD_RIGHT: 0.0007 | BACKWARD: 0.1497 | Selected: TURN_RIGHT (prob: 0.6412)
Episode 123 | Step 9 | State: [0.021, 0.021, 0.000, 0.000, 0.144, 0.020, 0.193, 0.039] | Action Distribution: FORWARD: 0.0334 | TURN_LEFT: 0.2988 | TURN_RIGHT: 0.5868 | FORWARD_LEFT: 0.0093 | FORWARD_RIGHT: 0.0042 | BACKWARD: 0.0675 | Selected: TURN_LEFT (prob: 0.2988)
Episode 123 | Step 10 | State: [0.021, 0.021, 0.000, 0.000, 0.208, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0048 | TURN_LEFT: 0.2324 | TURN_RIGHT: 0.6513 | FORWARD_LEFT: 0.0015 | FORWARD_RIGHT: 0.0008 | BACKWARD: 0.1093 | Selected: TURN_LEFT (prob: 0.2324)
Episode 124 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.265, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0005 | TURN_LEFT: 0.1700 | TURN_RIGHT: 0.6194 | FORWARD_LEFT: 0.0002 | FORWARD_RIGHT: 0.0001 | BACKWARD: 0.2098 | Selected: TURN_RIGHT (prob: 0.6194)
Episode 124 | Step 2 | State: [0.021, 0.021, 0.000, 0.000, 0.208, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0055 | TURN_LEFT: 0.2456 | TURN_RIGHT: 0.6636 | FORWARD_LEFT: 0.0017 | FORWARD_RIGHT: 0.0008 | BACKWARD: 0.0828 | Selected: TURN_LEFT (prob: 0.2456)
Episode 124 | Step 3 | State: [0.021, 0.021, 0.000, 0.000, 0.265, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0006 | TURN_LEFT: 0.1806 | TURN_RIGHT: 0.6681 | FORWARD_LEFT: 0.0002 | FORWARD_RIGHT: 0.0001 | BACKWARD: 0.1504 | Selected: TURN_RIGHT (prob: 0.6681)
Episode 124 | Step 4 | State: [0.021, 0.021, 0.000, 0.000, 0.207, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0064 | TURN_LEFT: 0.2450 | TURN_RIGHT: 0.6828 | FORWARD_LEFT: 0.0020 | FORWARD_RIGHT: 0.0009 | BACKWARD: 0.0629 | Selected: TURN_RIGHT (prob: 0.6828)
Episode 124 | Step 5 | State: [0.021, 0.021, 0.000, 0.000, 0.145, 0.020, 0.193, 0.039] | Action Distribution: FORWARD: 0.0409 | TURN_LEFT: 0.3103 | TURN_RIGHT: 0.5926 | FORWARD_LEFT: 0.0126 | FORWARD_RIGHT: 0.0045 | BACKWARD: 0.0390 | Selected: TURN_RIGHT (prob: 0.5926)
Episode 124 | Step 6 | State: [0.021, 0.021, 0.000, 0.000, 0.094, 0.020, 0.193, 0.048] | Action Distribution: FORWARD: 0.2103 | TURN_LEFT: 0.3002 | TURN_RIGHT: 0.3990 | FORWARD_LEFT: 0.0531 | FORWARD_RIGHT: 0.0180 | BACKWARD: 0.0193 | Selected: TURN_LEFT (prob: 0.3002)
Episode 124 | Step 7 | State: [0.021, 0.021, 0.000, 0.000, 0.146, 0.020, 0.193, 0.039] | Action Distribution: FORWARD: 0.0396 | TURN_LEFT: 0.2905 | TURN_RIGHT: 0.6166 | FORWARD_LEFT: 0.0131 | FORWARD_RIGHT: 0.0045 | BACKWARD: 0.0357 | Selected: TURN_RIGHT (prob: 0.6166)
Episode 124 | Step 8 | State: [0.021, 0.021, 0.000, 0.000, 0.093, 0.020, 0.193, 0.048] | Action Distribution: FORWARD: 0.2083 | TURN_LEFT: 0.2833 | TURN_RIGHT: 0.4165 | FORWARD_LEFT: 0.0551 | FORWARD_RIGHT: 0.0184 | BACKWARD: 0.0184 | Selected: FORWARD (prob: 0.2083)
Episode 124 | Step 9 | State: [0.021, 0.021, 0.000, 0.000, 0.130, 0.020, 0.193, 0.145] | Action Distribution: FORWARD: 0.0055 | TURN_LEFT: 0.3381 | TURN_RIGHT: 0.5485 | FORWARD_LEFT: 0.0013 | FORWARD_RIGHT: 0.0008 | BACKWARD: 0.1058 | Selected: TURN_RIGHT (prob: 0.5485)
Episode 124 | Step 10 | State: [0.021, 0.021, 0.000, 0.000, 0.097, 0.020, 0.193, 0.251] | Action Distribution: FORWARD: 0.0007 | TURN_LEFT: 0.4245 | TURN_RIGHT: 0.3423 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0001 | BACKWARD: 0.2324 | Selected: BACKWARD (prob: 0.2324)
Episode 125 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.074, 0.020, 0.193, 0.084] | Action Distribution: FORWARD: 0.1603 | TURN_LEFT: 0.2959 | TURN_RIGHT: 0.4577 | FORWARD_LEFT: 0.0460 | FORWARD_RIGHT: 0.0161 | BACKWARD: 0.0240 | Selected: BACKWARD (prob: 0.0240)
Episode 125 | Step 2 | State: [0.021, 0.021, 0.000, 0.000, 0.059, 0.020, 0.193, 0.038] | Action Distribution: FORWARD: 0.4842 | TURN_LEFT: 0.1623 | TURN_RIGHT: 0.2003 | FORWARD_LEFT: 0.1111 | FORWARD_RIGHT: 0.0356 | BACKWARD: 0.0064 | Selected: FORWARD (prob: 0.4842)
Episode 125 | Step 3 | State: [0.021, 0.021, 0.000, 0.000, 0.073, 0.020, 0.193, 0.083] | Action Distribution: FORWARD: 0.1767 | TURN_LEFT: 0.2850 | TURN_RIGHT: 0.4441 | FORWARD_LEFT: 0.0524 | FORWARD_RIGHT: 0.0185 | BACKWARD: 0.0234 | Selected: FORWARD (prob: 0.1767)
Episode 125 | Step 4 | State: [0.021, 0.021, 0.000, 0.000, 0.095, 0.020, 0.193, 0.244] | Action Distribution: FORWARD: 0.0011 | TURN_LEFT: 0.4106 | TURN_RIGHT: 0.3680 | FORWARD_LEFT: 0.0002 | FORWARD_RIGHT: 0.0002 | BACKWARD: 0.2199 | Selected: TURN_RIGHT (prob: 0.3680)
Episode 125 | Step 5 | State: [0.021, 0.021, 0.000, 0.000, 0.051, 0.020, 0.193, 0.388] | Action Distribution: FORWARD: 0.0000 | TURN_LEFT: 0.3426 | TURN_RIGHT: 0.0921 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0000 | BACKWARD: 0.5652 | Selected: BACKWARD (prob: 0.5652)
Episode 125 | Step 6 | State: [0.021, 0.021, 0.000, 0.000, 0.044, 0.020, 0.193, 0.126] | Action Distribution: FORWARD: 0.1613 | TURN_LEFT: 0.3508 | TURN_RIGHT: 0.3980 | FORWARD_LEFT: 0.0422 | FORWARD_RIGHT: 0.0165 | BACKWARD: 0.0313 | Selected: TURN_LEFT (prob: 0.3508)
Episode 125 | Step 7 | State: [0.022, 0.022, 0.000, 0.000, 0.076, 0.020, 0.194, 0.081] | Action Distribution: FORWARD: 0.2240 | TURN_LEFT: 0.2798 | TURN_RIGHT: 0.3832 | FORWARD_LEFT: 0.0663 | FORWARD_RIGHT: 0.0242 | BACKWARD: 0.0225 | Selected: TURN_RIGHT (prob: 0.3832)
Episode 125 | Step 8 | State: [0.021, 0.021, 0.000, 0.000, 0.044, 0.020, 0.193, 0.125] | Action Distribution: FORWARD: 0.1930 | TURN_LEFT: 0.3492 | TURN_RIGHT: 0.3587 | FORWARD_LEFT: 0.0497 | FORWARD_RIGHT: 0.0197 | BACKWARD: 0.0297 | Selected: FORWARD_LEFT (prob: 0.0497)
Episode 125 | Step 9 | State: [0.021, 0.021, 0.000, 0.000, 0.097, 0.020, 0.193, 0.181] | Action Distribution: FORWARD: 0.0101 | TURN_LEFT: 0.4408 | TURN_RIGHT: 0.4185 | FORWARD_LEFT: 0.0025 | FORWARD_RIGHT: 0.0015 | BACKWARD: 0.1266 | Selected: TURN_LEFT (prob: 0.4408)
Episode 125 | Step 10 | State: [0.021, 0.021, 0.000, 0.000, 0.156, 0.020, 0.193, 0.108] | Action Distribution: FORWARD: 0.0127 | TURN_LEFT: 0.3167 | TURN_RIGHT: 0.5677 | FORWARD_LEFT: 0.0040 | FORWARD_RIGHT: 0.0022 | BACKWARD: 0.0966 | Selected: TURN_RIGHT (prob: 0.5677)
Episode 126 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.097, 0.020, 0.193, 0.180] | Action Distribution: FORWARD: 0.0123 | TURN_LEFT: 0.4649 | TURN_RIGHT: 0.3939 | FORWARD_LEFT: 0.0030 | FORWARD_RIGHT: 0.0018 | BACKWARD: 0.1241 | Selected: TURN_RIGHT (prob: 0.3939)
Episode 126 | Step 2 | State: [0.021, 0.021, 0.000, 0.000, 0.053, 0.020, 0.193, 0.280] | Action Distribution: FORWARD: 0.0022 | TURN_LEFT: 0.5919 | TURN_RIGHT: 0.2028 | FORWARD_LEFT: 0.0004 | FORWARD_RIGHT: 0.0003 | BACKWARD: 0.2024 | Selected: TURN_RIGHT (prob: 0.2028)
Episode 126 | Step 3 | State: [0.032, 0.021, 0.000, 0.000, 0.019, 0.020, 0.193, 0.394] | Action Distribution: FORWARD: 0.0001 | TURN_LEFT: 0.5534 | TURN_RIGHT: 0.0591 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0000 | BACKWARD: 0.3874 | Selected: TURN_LEFT (prob: 0.5534)
Episode 126 | Step 4 | State: [0.021, 0.021, 0.000, 0.000, 0.053, 0.020, 0.193, 0.279] | Action Distribution: FORWARD: 0.0021 | TURN_LEFT: 0.5987 | TURN_RIGHT: 0.1954 | FORWARD_LEFT: 0.0004 | FORWARD_RIGHT: 0.0003 | BACKWARD: 0.2032 | Selected: TURN_LEFT (prob: 0.5987)
Episode 126 | Step 5 | State: [0.021, 0.021, 0.000, 0.000, 0.097, 0.020, 0.193, 0.178] | Action Distribution: FORWARD: 0.0118 | TURN_LEFT: 0.4799 | TURN_RIGHT: 0.3762 | FORWARD_LEFT: 0.0029 | FORWARD_RIGHT: 0.0017 | BACKWARD: 0.1275 | Selected: TURN_RIGHT (prob: 0.3762)
Episode 126 | Step 6 | State: [0.022, 0.022, 0.000, 0.000, 0.053, 0.019, 0.195, 0.275] | Action Distribution: FORWARD: 0.0020 | TURN_LEFT: 0.6003 | TURN_RIGHT: 0.1976 | FORWARD_LEFT: 0.0003 | FORWARD_RIGHT: 0.0003 | BACKWARD: 0.1995 | Selected: TURN_LEFT (prob: 0.6003)
Episode 126 | Step 7 | State: [0.021, 0.021, 0.000, 0.000, 0.097, 0.020, 0.193, 0.178] | Action Distribution: FORWARD: 0.0092 | TURN_LEFT: 0.4789 | TURN_RIGHT: 0.3761 | FORWARD_LEFT: 0.0022 | FORWARD_RIGHT: 0.0014 | BACKWARD: 0.1322 | Selected: TURN_LEFT (prob: 0.4789)
Episode 126 | Step 8 | State: [0.021, 0.021, 0.000, 0.000, 0.156, 0.020, 0.193, 0.106] | Action Distribution: FORWARD: 0.0089 | TURN_LEFT: 0.3279 | TURN_RIGHT: 0.5526 | FORWARD_LEFT: 0.0028 | FORWARD_RIGHT: 0.0015 | BACKWARD: 0.1063 | Selected: TURN_RIGHT (prob: 0.5526)
Episode 126 | Step 9 | State: [0.021, 0.021, 0.000, 0.000, 0.097, 0.020, 0.193, 0.177] | Action Distribution: FORWARD: 0.0069 | TURN_LEFT: 0.4766 | TURN_RIGHT: 0.3794 | FORWARD_LEFT: 0.0017 | FORWARD_RIGHT: 0.0010 | BACKWARD: 0.1344 | Selected: TURN_RIGHT (prob: 0.3794)
Episode 126 | Step 10 | State: [0.021, 0.021, 0.000, 0.000, 0.053, 0.020, 0.193, 0.270] | Action Distribution: FORWARD: 0.0012 | TURN_LEFT: 0.6009 | TURN_RIGHT: 0.1991 | FORWARD_LEFT: 0.0002 | FORWARD_RIGHT: 0.0002 | BACKWARD: 0.1985 | Selected: BACKWARD (prob: 0.1985)
Episode 127 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.044, 0.020, 0.193, 0.087] | Action Distribution: FORWARD: 0.3164 | TURN_LEFT: 0.2955 | TURN_RIGHT: 0.2681 | FORWARD_LEFT: 0.0754 | FORWARD_RIGHT: 0.0278 | BACKWARD: 0.0169 | Selected: FORWARD (prob: 0.3164)
Episode 127 | Step 2 | State: [0.021, 0.021, 0.000, 0.000, 0.053, 0.020, 0.193, 0.248] | Action Distribution: FORWARD: 0.0019 | TURN_LEFT: 0.6098 | TURN_RIGHT: 0.2263 | FORWARD_LEFT: 0.0003 | FORWARD_RIGHT: 0.0002 | BACKWARD: 0.1614 | Selected: TURN_RIGHT (prob: 0.2263)
Episode 127 | Step 3 | State: [0.032, 0.021, 0.000, 0.000, 0.019, 0.020, 0.193, 0.373] | Action Distribution: FORWARD: 0.0001 | TURN_LEFT: 0.6221 | TURN_RIGHT: 0.0673 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0000 | BACKWARD: 0.3105 | Selected: TURN_LEFT (prob: 0.6221)
Episode 127 | Step 4 | State: [0.021, 0.021, 0.000, 0.000, 0.052, 0.020, 0.193, 0.257] | Action Distribution: FORWARD: 0.0014 | TURN_LEFT: 0.6335 | TURN_RIGHT: 0.2048 | FORWARD_LEFT: 0.0002 | FORWARD_RIGHT: 0.0002 | BACKWARD: 0.1599 | Selected: BACKWARD (prob: 0.1599)
Episode 127 | Step 5 | State: [0.021, 0.021, 0.000, 0.000, 0.044, 0.020, 0.193, 0.086] | Action Distribution: FORWARD: 0.3033 | TURN_LEFT: 0.3282 | TURN_RIGHT: 0.2618 | FORWARD_LEFT: 0.0669 | FORWARD_RIGHT: 0.0235 | BACKWARD: 0.0163 | Selected: FORWARD (prob: 0.3033)
Episode 127 | Step 6 | State: [0.022, 0.022, 0.000, 0.000, 0.052, 0.020, 0.193, 0.254] | Action Distribution: FORWARD: 0.0016 | TURN_LEFT: 0.6539 | TURN_RIGHT: 0.1971 | FORWARD_LEFT: 0.0003 | FORWARD_RIGHT: 0.0002 | BACKWARD: 0.1469 | Selected: TURN_LEFT (prob: 0.6539)
Episode 127 | Step 7 | State: [0.021, 0.021, 0.000, 0.000, 0.095, 0.020, 0.193, 0.170] | Action Distribution: FORWARD: 0.0067 | TURN_LEFT: 0.5285 | TURN_RIGHT: 0.3579 | FORWARD_LEFT: 0.0014 | FORWARD_RIGHT: 0.0008 | BACKWARD: 0.1047 | Selected: TURN_LEFT (prob: 0.5285)
Episode 127 | Step 8 | State: [0.021, 0.021, 0.000, 0.000, 0.153, 0.020, 0.193, 0.102] | Action Distribution: FORWARD: 0.0082 | TURN_LEFT: 0.3668 | TURN_RIGHT: 0.5393 | FORWARD_LEFT: 0.0022 | FORWARD_RIGHT: 0.0011 | BACKWARD: 0.0824 | Selected: TURN_RIGHT (prob: 0.5393)
Episode 127 | Step 9 | State: [0.021, 0.021, 0.000, 0.000, 0.095, 0.020, 0.193, 0.169] | Action Distribution: FORWARD: 0.0086 | TURN_LEFT: 0.5303 | TURN_RIGHT: 0.3599 | FORWARD_LEFT: 0.0018 | FORWARD_RIGHT: 0.0009 | BACKWARD: 0.0985 | Selected: BACKWARD (prob: 0.0985)
Episode 127 | Step 10 | State: [0.021, 0.021, 0.000, 0.000, 0.072, 0.020, 0.193, 0.068] | Action Distribution: FORWARD: 0.3342 | TURN_LEFT: 0.2879 | TURN_RIGHT: 0.2640 | FORWARD_LEFT: 0.0748 | FORWARD_RIGHT: 0.0250 | BACKWARD: 0.0142 | Selected: FORWARD (prob: 0.3342)
Episode 128 | Step 1 | State: [0.022, 0.022, 0.000, 0.000, 0.094, 0.020, 0.194, 0.166] | Action Distribution: FORWARD: 0.0117 | TURN_LEFT: 0.5136 | TURN_RIGHT: 0.3789 | FORWARD_LEFT: 0.0025 | FORWARD_RIGHT: 0.0012 | BACKWARD: 0.0921 | Selected: TURN_RIGHT (prob: 0.3789)
Episode 128 | Step 2 | State: [0.021, 0.021, 0.000, 0.000, 0.051, 0.020, 0.193, 0.241] | Action Distribution: FORWARD: 0.0039 | TURN_LEFT: 0.6299 | TURN_RIGHT: 0.2313 | FORWARD_LEFT: 0.0007 | FORWARD_RIGHT: 0.0004 | BACKWARD: 0.1337 | Selected: TURN_RIGHT (prob: 0.2313)
Episode 128 | Step 3 | State: [0.032, 0.021, 0.000, 0.000, 0.019, 0.020, 0.193, 0.358] | Action Distribution: FORWARD: 0.0002 | TURN_LEFT: 0.6452 | TURN_RIGHT: 0.0924 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0000 | BACKWARD: 0.2622 | Selected: TURN_RIGHT (prob: 0.0924)
Episode 128 | Step 4 | State: [0.047, 0.021, 0.000, 0.000, 0.019, 0.020, 0.193, 0.463] | Action Distribution: FORWARD: 0.0000 | TURN_LEFT: 0.3140 | TURN_RIGHT: 0.0227 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0000 | BACKWARD: 0.6632 | Selected: BACKWARD (prob: 0.6632)
Episode 128 | Step 5 | State: [0.036, 0.021, 0.000, 0.000, 0.019, 0.020, 0.193, 0.181] | Action Distribution: FORWARD: 0.0566 | TURN_LEFT: 0.5810 | TURN_RIGHT: 0.2937 | FORWARD_LEFT: 0.0112 | FORWARD_RIGHT: 0.0043 | BACKWARD: 0.0531 | Selected: BACKWARD (prob: 0.0531)
Episode 128 | Step 6 | State: [0.026, 0.021, 0.000, 0.000, 0.020, 0.020, 0.192, 0.087] | Action Distribution: FORWARD: 0.5541 | TURN_LEFT: 0.1658 | TURN_RIGHT: 0.1305 | FORWARD_LEFT: 0.1093 | FORWARD_RIGHT: 0.0345 | BACKWARD: 0.0057 | Selected: FORWARD (prob: 0.5541)
Episode 128 | Step 7 | State: [0.036, 0.021, 0.000, 0.000, 0.019, 0.020, 0.193, 0.177] | Action Distribution: FORWARD: 0.0608 | TURN_LEFT: 0.5567 | TURN_RIGHT: 0.3126 | FORWARD_LEFT: 0.0125 | FORWARD_RIGHT: 0.0047 | BACKWARD: 0.0527 | Selected: TURN_LEFT (prob: 0.5567)
Episode 128 | Step 8 | State: [0.021, 0.021, 0.000, 0.000, 0.037, 0.020, 0.193, 0.124] | Action Distribution: FORWARD: 0.2037 | TURN_LEFT: 0.3727 | TURN_RIGHT: 0.3365 | FORWARD_LEFT: 0.0456 | FORWARD_RIGHT: 0.0157 | BACKWARD: 0.0257 | Selected: TURN_LEFT (prob: 0.3727)
Episode 128 | Step 9 | State: [0.021, 0.021, 0.000, 0.000, 0.047, 0.020, 0.193, 0.081] | Action Distribution: FORWARD: 0.4080 | TURN_LEFT: 0.2260 | TURN_RIGHT: 0.2349 | FORWARD_LEFT: 0.0907 | FORWARD_RIGHT: 0.0294 | BACKWARD: 0.0109 | Selected: FORWARD (prob: 0.4080)
Episode 128 | Step 10 | State: [0.021, 0.021, 0.000, 0.000, 0.056, 0.020, 0.193, 0.216] | Action Distribution: FORWARD: 0.0062 | TURN_LEFT: 0.5327 | TURN_RIGHT: 0.3265 | FORWARD_LEFT: 0.0012 | FORWARD_RIGHT: 0.0007 | BACKWARD: 0.1327 | Selected: BACKWARD (prob: 0.1327)
Episode 129 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.047, 0.020, 0.193, 0.080] | Action Distribution: FORWARD: 0.3926 | TURN_LEFT: 0.2366 | TURN_RIGHT: 0.2430 | FORWARD_LEFT: 0.0881 | FORWARD_RIGHT: 0.0283 | BACKWARD: 0.0114 | Selected: FORWARD (prob: 0.3926)
Episode 129 | Step 2 | State: [0.022, 0.022, 0.000, 0.000, 0.055, 0.019, 0.196, 0.211] | Action Distribution: FORWARD: 0.0065 | TURN_LEFT: 0.5524 | TURN_RIGHT: 0.3139 | FORWARD_LEFT: 0.0013 | FORWARD_RIGHT: 0.0007 | BACKWARD: 0.1253 | Selected: TURN_RIGHT (prob: 0.3139)
Episode 129 | Step 3 | State: [0.033, 0.021, 0.000, 0.000, 0.019, 0.020, 0.193, 0.324] | Action Distribution: FORWARD: 0.0004 | TURN_LEFT: 0.6357 | TURN_RIGHT: 0.1117 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0000 | BACKWARD: 0.2521 | Selected: TURN_LEFT (prob: 0.6357)
Episode 129 | Step 4 | State: [0.021, 0.021, 0.000, 0.000, 0.055, 0.020, 0.193, 0.212] | Action Distribution: FORWARD: 0.0056 | TURN_LEFT: 0.5853 | TURN_RIGHT: 0.2804 | FORWARD_LEFT: 0.0011 | FORWARD_RIGHT: 0.0006 | BACKWARD: 0.1270 | Selected: TURN_LEFT (prob: 0.5853)
Episode 129 | Step 5 | State: [0.022, 0.022, 0.000, 0.000, 0.102, 0.020, 0.193, 0.150] | Action Distribution: FORWARD: 0.0100 | TURN_LEFT: 0.4586 | TURN_RIGHT: 0.4334 | FORWARD_LEFT: 0.0024 | FORWARD_RIGHT: 0.0011 | BACKWARD: 0.0945 | Selected: TURN_RIGHT (prob: 0.4334)
Episode 129 | Step 6 | State: [0.021, 0.021, 0.000, 0.000, 0.055, 0.020, 0.193, 0.212] | Action Distribution: FORWARD: 0.0056 | TURN_LEFT: 0.6163 | TURN_RIGHT: 0.2574 | FORWARD_LEFT: 0.0011 | FORWARD_RIGHT: 0.0006 | BACKWARD: 0.1191 | Selected: TURN_RIGHT (prob: 0.2574)
Episode 129 | Step 7 | State: [0.033, 0.021, 0.000, 0.000, 0.019, 0.020, 0.193, 0.322] | Action Distribution: FORWARD: 0.0003 | TURN_LEFT: 0.7020 | TURN_RIGHT: 0.0859 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0000 | BACKWARD: 0.2116 | Selected: TURN_LEFT (prob: 0.7020)
Episode 129 | Step 8 | State: [0.021, 0.021, 0.000, 0.000, 0.055, 0.020, 0.193, 0.210] | Action Distribution: FORWARD: 0.0062 | TURN_LEFT: 0.6368 | TURN_RIGHT: 0.2492 | FORWARD_LEFT: 0.0012 | FORWARD_RIGHT: 0.0006 | BACKWARD: 0.1061 | Selected: TURN_LEFT (prob: 0.6368)
Episode 129 | Step 9 | State: [0.021, 0.022, 0.000, 0.000, 0.100, 0.020, 0.193, 0.156] | Action Distribution: FORWARD: 0.0103 | TURN_LEFT: 0.5099 | TURN_RIGHT: 0.3925 | FORWARD_LEFT: 0.0023 | FORWARD_RIGHT: 0.0010 | BACKWARD: 0.0839 | Selected: TURN_LEFT (prob: 0.5099)
Episode 129 | Step 10 | State: [0.021, 0.021, 0.000, 0.000, 0.161, 0.020, 0.193, 0.095] | Action Distribution: FORWARD: 0.0081 | TURN_LEFT: 0.3307 | TURN_RIGHT: 0.5941 | FORWARD_LEFT: 0.0023 | FORWARD_RIGHT: 0.0009 | BACKWARD: 0.0640 | Selected: TURN_RIGHT (prob: 0.5941)
Episode 130 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.100, 0.020, 0.193, 0.154] | Action Distribution: FORWARD: 0.0116 | TURN_LEFT: 0.5066 | TURN_RIGHT: 0.4054 | FORWARD_LEFT: 0.0026 | FORWARD_RIGHT: 0.0011 | BACKWARD: 0.0727 | Selected: TURN_LEFT (prob: 0.5066)
Episode 130 | Step 2 | State: [0.021, 0.021, 0.000, 0.000, 0.161, 0.020, 0.193, 0.094] | Action Distribution: FORWARD: 0.0089 | TURN_LEFT: 0.3213 | TURN_RIGHT: 0.6121 | FORWARD_LEFT: 0.0025 | FORWARD_RIGHT: 0.0009 | BACKWARD: 0.0542 | Selected: TURN_LEFT (prob: 0.3213)
Episode 130 | Step 3 | State: [0.021, 0.021, 0.000, 0.000, 0.218, 0.020, 0.193, 0.051] | Action Distribution: FORWARD: 0.0033 | TURN_LEFT: 0.2148 | TURN_RIGHT: 0.7330 | FORWARD_LEFT: 0.0010 | FORWARD_RIGHT: 0.0004 | BACKWARD: 0.0475 | Selected: TURN_RIGHT (prob: 0.7330)
Episode 130 | Step 4 | State: [0.021, 0.021, 0.000, 0.000, 0.161, 0.020, 0.193, 0.094] | Action Distribution: FORWARD: 0.0101 | TURN_LEFT: 0.3053 | TURN_RIGHT: 0.6368 | FORWARD_LEFT: 0.0029 | FORWARD_RIGHT: 0.0010 | BACKWARD: 0.0440 | Selected: TURN_RIGHT (prob: 0.6368)
Episode 130 | Step 5 | State: [0.021, 0.021, 0.000, 0.000, 0.099, 0.020, 0.193, 0.155] | Action Distribution: FORWARD: 0.0151 | TURN_LEFT: 0.4762 | TURN_RIGHT: 0.4539 | FORWARD_LEFT: 0.0035 | FORWARD_RIGHT: 0.0012 | BACKWARD: 0.0501 | Selected: TURN_RIGHT (prob: 0.4539)
Episode 130 | Step 6 | State: [0.021, 0.021, 0.000, 0.000, 0.053, 0.020, 0.193, 0.212] | Action Distribution: FORWARD: 0.0100 | TURN_LEFT: 0.6314 | TURN_RIGHT: 0.2964 | FORWARD_LEFT: 0.0018 | FORWARD_RIGHT: 0.0007 | BACKWARD: 0.0597 | Selected: TURN_RIGHT (prob: 0.2964)
Episode 130 | Step 7 | State: [0.033, 0.021, 0.000, 0.000, 0.019, 0.020, 0.193, 0.321] | Action Distribution: FORWARD: 0.0006 | TURN_LEFT: 0.7851 | TURN_RIGHT: 0.1059 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0000 | BACKWARD: 0.1082 | Selected: TURN_LEFT (prob: 0.7851)
Episode 130 | Step 8 | State: [0.021, 0.021, 0.000, 0.000, 0.053, 0.020, 0.193, 0.212] | Action Distribution: FORWARD: 0.0117 | TURN_LEFT: 0.6255 | TURN_RIGHT: 0.3092 | FORWARD_LEFT: 0.0022 | FORWARD_RIGHT: 0.0008 | BACKWARD: 0.0506 | Selected: TURN_RIGHT (prob: 0.3092)
Episode 130 | Step 9 | State: [0.034, 0.021, 0.000, 0.000, 0.019, 0.020, 0.193, 0.323] | Action Distribution: FORWARD: 0.0007 | TURN_LEFT: 0.7956 | TURN_RIGHT: 0.1072 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0000 | BACKWARD: 0.0964 | Selected: TURN_LEFT (prob: 0.7956)
