Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.065, 0.065, 0.554, 0.521, 0.172, 0.059, 0.597, 0.059] | Action Distribution: FORWARD: 0.1927 | TURN_LEFT: 0.1489 | TURN_RIGHT: 0.1417 | FORWARD_LEFT: 0.1520 | FORWARD_RIGHT: 0.1428 | BACKWARD: 0.2218 | Selected: FORWARD (prob: 0.1927)
Episode 79 | Step 2 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.599, 1.000] | Action Distribution: FORWARD: 0.2045 | TURN_LEFT: 0.1665 | TURN_RIGHT: 0.1722 | FORWARD_LEFT: 0.1493 | FORWARD_RIGHT: 0.1450 | BACKWARD: 0.1625 | Selected: FORWARD (prob: 0.2045)
Episode 79 | Step 3 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.592, 1.000] | Action Distribution: FORWARD: 0.2049 | TURN_LEFT: 0.1666 | TURN_RIGHT: 0.1731 | FORWARD_LEFT: 0.1489 | FORWARD_RIGHT: 0.1451 | BACKWARD: 0.1614 | Selected: FORWARD (prob: 0.2049)
Episode 79 | Step 4 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.593, 1.000] | Action Distribution: FORWARD: 0.2046 | TURN_LEFT: 0.1669 | TURN_RIGHT: 0.1740 | FORWARD_LEFT: 0.1487 | FORWARD_RIGHT: 0.1453 | BACKWARD: 0.1605 | Selected: FORWARD (prob: 0.2046)
Episode 79 | Step 5 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.592, 1.000] | Action Distribution: FORWARD: 0.2040 | TURN_LEFT: 0.1672 | TURN_RIGHT: 0.1747 | FORWARD_LEFT: 0.1487 | FORWARD_RIGHT: 0.1456 | BACKWARD: 0.1597 | Selected: FORWARD (prob: 0.2040)
Episode 79 | Step 6 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.599, 1.000] | Action Distribution: FORWARD: 0.2029 | TURN_LEFT: 0.1673 | TURN_RIGHT: 0.1753 | FORWARD_LEFT: 0.1491 | FORWARD_RIGHT: 0.1461 | BACKWARD: 0.1593 | Selected: FORWARD (prob: 0.2029)
Episode 79 | Step 7 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.604, 1.000] | Action Distribution: FORWARD: 0.2017 | TURN_LEFT: 0.1675 | TURN_RIGHT: 0.1757 | FORWARD_LEFT: 0.1495 | FORWARD_RIGHT: 0.1466 | BACKWARD: 0.1591 | Selected: FORWARD (prob: 0.2017)
Episode 79 | Step 8 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.605, 1.000] | Action Distribution: FORWARD: 0.2003 | TURN_LEFT: 0.1678 | TURN_RIGHT: 0.1762 | FORWARD_LEFT: 0.1497 | FORWARD_RIGHT: 0.1471 | BACKWARD: 0.1589 | Selected: FORWARD (prob: 0.2003)
Episode 79 | Step 9 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.605, 1.000] | Action Distribution: FORWARD: 0.1990 | TURN_LEFT: 0.1681 | TURN_RIGHT: 0.1766 | FORWARD_LEFT: 0.1500 | FORWARD_RIGHT: 0.1477 | BACKWARD: 0.1586 | Selected: FORWARD (prob: 0.1990)
Episode 79 | Step 10 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.599, 1.000] | Action Distribution: FORWARD: 0.1975 | TURN_LEFT: 0.1686 | TURN_RIGHT: 0.1770 | FORWARD_LEFT: 0.1504 | FORWARD_RIGHT: 0.1482 | BACKWARD: 0.1584 | Selected: FORWARD (prob: 0.1975)
Episode 80 | Step 1 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.600, 1.000] | Action Distribution: FORWARD: 0.1958 | TURN_LEFT: 0.1690 | TURN_RIGHT: 0.1774 | FORWARD_LEFT: 0.1508 | FORWARD_RIGHT: 0.1489 | BACKWARD: 0.1581 | Selected: FORWARD (prob: 0.1958)
Episode 80 | Step 2 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.605, 1.000] | Action Distribution: FORWARD: 0.1938 | TURN_LEFT: 0.1694 | TURN_RIGHT: 0.1778 | FORWARD_LEFT: 0.1514 | FORWARD_RIGHT: 0.1497 | BACKWARD: 0.1579 | Selected: FORWARD (prob: 0.1938)
Episode 80 | Step 3 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.603, 1.000] | Action Distribution: FORWARD: 0.1919 | TURN_LEFT: 0.1700 | TURN_RIGHT: 0.1781 | FORWARD_LEFT: 0.1519 | FORWARD_RIGHT: 0.1505 | BACKWARD: 0.1576 | Selected: FORWARD (prob: 0.1919)
Episode 80 | Step 4 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.599, 1.000] | Action Distribution: FORWARD: 0.1898 | TURN_LEFT: 0.1704 | TURN_RIGHT: 0.1786 | FORWARD_LEFT: 0.1526 | FORWARD_RIGHT: 0.1514 | BACKWARD: 0.1573 | Selected: FORWARD (prob: 0.1898)
Episode 80 | Step 5 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.599, 1.000] | Action Distribution: FORWARD: 0.1875 | TURN_LEFT: 0.1710 | TURN_RIGHT: 0.1791 | FORWARD_LEFT: 0.1532 | FORWARD_RIGHT: 0.1522 | BACKWARD: 0.1570 | Selected: FORWARD (prob: 0.1875)
Episode 80 | Step 6 | State: [0.065, 0.066, 1.000, 1.000, 1.000, 1.000, 0.607, 1.000] | Action Distribution: FORWARD: 0.1852 | TURN_LEFT: 0.1714 | TURN_RIGHT: 0.1796 | FORWARD_LEFT: 0.1540 | FORWARD_RIGHT: 0.1530 | BACKWARD: 0.1568 | Selected: FORWARD (prob: 0.1852)
Episode 80 | Step 7 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.592, 1.000] | Action Distribution: FORWARD: 0.1832 | TURN_LEFT: 0.1720 | TURN_RIGHT: 0.1799 | FORWARD_LEFT: 0.1546 | FORWARD_RIGHT: 0.1535 | BACKWARD: 0.1567 | Selected: FORWARD (prob: 0.1832)
Episode 80 | Step 8 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.592, 1.000] | Action Distribution: FORWARD: 0.1814 | TURN_LEFT: 0.1727 | TURN_RIGHT: 0.1803 | FORWARD_LEFT: 0.1551 | FORWARD_RIGHT: 0.1542 | BACKWARD: 0.1562 | Selected: FORWARD (prob: 0.1814)
Episode 80 | Step 9 | State: [0.065, 0.066, 1.000, 1.000, 1.000, 1.000, 0.599, 1.000] | Action Distribution: FORWARD: 0.1797 | TURN_LEFT: 0.1733 | TURN_RIGHT: 0.1808 | FORWARD_LEFT: 0.1555 | FORWARD_RIGHT: 0.1552 | BACKWARD: 0.1555 | Selected: TURN_RIGHT (prob: 0.1808)
Episode 80 | Step 10 | State: [0.064, 0.086, 1.000, 1.000, 1.000, 1.000, 0.585, 1.000] | Action Distribution: FORWARD: 0.1773 | TURN_LEFT: 0.1742 | TURN_RIGHT: 0.1816 | FORWARD_LEFT: 0.1561 | FORWARD_RIGHT: 0.1560 | BACKWARD: 0.1548 | Selected: TURN_RIGHT (prob: 0.1816)
Episode 81 | Step 1 | State: [0.064, 0.086, 1.000, 1.000, 1.000, 1.000, 0.585, 1.000] | Action Distribution: FORWARD: 0.1738 | TURN_LEFT: 0.1751 | TURN_RIGHT: 0.1826 | FORWARD_LEFT: 0.1567 | FORWARD_RIGHT: 0.1577 | BACKWARD: 0.1541 | Selected: TURN_RIGHT (prob: 0.1826)
Episode 81 | Step 2 | State: [0.064, 0.107, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1699 | TURN_LEFT: 0.1762 | TURN_RIGHT: 0.1837 | FORWARD_LEFT: 0.1577 | FORWARD_RIGHT: 0.1591 | BACKWARD: 0.1534 | Selected: TURN_RIGHT (prob: 0.1837)
Episode 81 | Step 3 | State: [0.064, 0.108, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1658 | TURN_LEFT: 0.1772 | TURN_RIGHT: 0.1846 | FORWARD_LEFT: 0.1589 | FORWARD_RIGHT: 0.1606 | BACKWARD: 0.1528 | Selected: TURN_RIGHT (prob: 0.1846)
Episode 81 | Step 4 | State: [0.064, 0.129, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1613 | TURN_LEFT: 0.1782 | TURN_RIGHT: 0.1854 | FORWARD_LEFT: 0.1611 | FORWARD_RIGHT: 0.1618 | BACKWARD: 0.1522 | Selected: TURN_RIGHT (prob: 0.1854)
Episode 81 | Step 5 | State: [0.064, 0.129, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1565 | TURN_LEFT: 0.1792 | TURN_RIGHT: 0.1859 | FORWARD_LEFT: 0.1632 | FORWARD_RIGHT: 0.1634 | BACKWARD: 0.1518 | Selected: TURN_RIGHT (prob: 0.1859)
Episode 81 | Step 6 | State: [0.064, 0.130, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1518 | TURN_LEFT: 0.1798 | TURN_RIGHT: 0.1867 | FORWARD_LEFT: 0.1654 | FORWARD_RIGHT: 0.1642 | BACKWARD: 0.1521 | Selected: TURN_RIGHT (prob: 0.1867)
Episode 81 | Step 7 | State: [0.064, 0.130, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1477 | TURN_LEFT: 0.1804 | TURN_RIGHT: 0.1869 | FORWARD_LEFT: 0.1675 | FORWARD_RIGHT: 0.1649 | BACKWARD: 0.1526 | Selected: TURN_RIGHT (prob: 0.1869)
Episode 81 | Step 8 | State: [0.064, 0.108, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1440 | TURN_LEFT: 0.1810 | TURN_RIGHT: 0.1866 | FORWARD_LEFT: 0.1690 | FORWARD_RIGHT: 0.1657 | BACKWARD: 0.1537 | Selected: TURN_RIGHT (prob: 0.1866)
Episode 81 | Step 9 | State: [0.064, 0.108, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1406 | TURN_LEFT: 0.1809 | TURN_RIGHT: 0.1863 | FORWARD_LEFT: 0.1710 | FORWARD_RIGHT: 0.1665 | BACKWARD: 0.1548 | Selected: TURN_RIGHT (prob: 0.1863)
Episode 81 | Step 10 | State: [0.064, 0.086, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1376 | TURN_LEFT: 0.1807 | TURN_RIGHT: 0.1853 | FORWARD_LEFT: 0.1725 | FORWARD_RIGHT: 0.1676 | BACKWARD: 0.1564 | Selected: TURN_RIGHT (prob: 0.1853)
Episode 82 | Step 1 | State: [0.065, 0.087, 1.000, 1.000, 1.000, 1.000, 0.586, 1.000] | Action Distribution: FORWARD: 0.1348 | TURN_LEFT: 0.1798 | TURN_RIGHT: 0.1843 | FORWARD_LEFT: 0.1750 | FORWARD_RIGHT: 0.1684 | BACKWARD: 0.1578 | Selected: TURN_RIGHT (prob: 0.1843)
Episode 82 | Step 2 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1327 | TURN_LEFT: 0.1787 | TURN_RIGHT: 0.1824 | FORWARD_LEFT: 0.1768 | FORWARD_RIGHT: 0.1691 | BACKWARD: 0.1604 | Selected: TURN_RIGHT (prob: 0.1824)
Episode 82 | Step 3 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1310 | TURN_LEFT: 0.1775 | TURN_RIGHT: 0.1804 | FORWARD_LEFT: 0.1791 | FORWARD_RIGHT: 0.1694 | BACKWARD: 0.1626 | Selected: TURN_RIGHT (prob: 0.1804)
Episode 82 | Step 4 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1300 | TURN_LEFT: 0.1765 | TURN_RIGHT: 0.1781 | FORWARD_LEFT: 0.1808 | FORWARD_RIGHT: 0.1694 | BACKWARD: 0.1652 | Selected: FORWARD_LEFT (prob: 0.1808)
Episode 82 | Step 5 | State: [0.064, 0.108, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1296 | TURN_LEFT: 0.1764 | TURN_RIGHT: 0.1762 | FORWARD_LEFT: 0.1826 | FORWARD_RIGHT: 0.1686 | BACKWARD: 0.1666 | Selected: FORWARD_LEFT (prob: 0.1826)
Episode 82 | Step 6 | State: [0.064, 0.108, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1299 | TURN_LEFT: 0.1767 | TURN_RIGHT: 0.1735 | FORWARD_LEFT: 0.1828 | FORWARD_RIGHT: 0.1676 | BACKWARD: 0.1695 | Selected: FORWARD_LEFT (prob: 0.1828)
Episode 82 | Step 7 | State: [0.064, 0.108, 1.000, 1.000, 1.000, 1.000, 0.577, 1.000] | Action Distribution: FORWARD: 0.1309 | TURN_LEFT: 0.1771 | TURN_RIGHT: 0.1706 | FORWARD_LEFT: 0.1823 | FORWARD_RIGHT: 0.1663 | BACKWARD: 0.1728 | Selected: FORWARD_LEFT (prob: 0.1823)
Episode 82 | Step 8 | State: [0.064, 0.108, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1329 | TURN_LEFT: 0.1775 | TURN_RIGHT: 0.1676 | FORWARD_LEFT: 0.1811 | FORWARD_RIGHT: 0.1649 | BACKWARD: 0.1760 | Selected: FORWARD_LEFT (prob: 0.1811)
Episode 82 | Step 9 | State: [0.064, 0.108, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1357 | TURN_LEFT: 0.1780 | TURN_RIGHT: 0.1647 | FORWARD_LEFT: 0.1792 | FORWARD_RIGHT: 0.1633 | BACKWARD: 0.1790 | Selected: FORWARD_LEFT (prob: 0.1792)
Episode 82 | Step 10 | State: [0.064, 0.108, 1.000, 1.000, 1.000, 1.000, 0.577, 1.000] | Action Distribution: FORWARD: 0.1393 | TURN_LEFT: 0.1779 | TURN_RIGHT: 0.1611 | FORWARD_LEFT: 0.1785 | FORWARD_RIGHT: 0.1624 | BACKWARD: 0.1808 | Selected: BACKWARD (prob: 0.1808)
Episode 83 | Step 1 | State: [0.064, 0.116, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1434 | TURN_LEFT: 0.1777 | TURN_RIGHT: 0.1570 | FORWARD_LEFT: 0.1789 | FORWARD_RIGHT: 0.1609 | BACKWARD: 0.1821 | Selected: BACKWARD (prob: 0.1821)
Episode 83 | Step 2 | State: [0.064, 0.095, 1.000, 1.000, 0.820, 0.807, 0.578, 1.000] | Action Distribution: FORWARD: 0.1486 | TURN_LEFT: 0.1795 | TURN_RIGHT: 0.1546 | FORWARD_LEFT: 0.1786 | FORWARD_RIGHT: 0.1639 | BACKWARD: 0.1748 | Selected: TURN_LEFT (prob: 0.1795)
Episode 83 | Step 3 | State: [0.064, 0.127, 1.000, 1.000, 0.894, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1541 | TURN_LEFT: 0.1797 | TURN_RIGHT: 0.1510 | FORWARD_LEFT: 0.1791 | FORWARD_RIGHT: 0.1575 | BACKWARD: 0.1786 | Selected: TURN_LEFT (prob: 0.1797)
Episode 83 | Step 4 | State: [0.064, 0.160, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1611 | TURN_LEFT: 0.1789 | TURN_RIGHT: 0.1480 | FORWARD_LEFT: 0.1789 | FORWARD_RIGHT: 0.1544 | BACKWARD: 0.1787 | Selected: FORWARD_LEFT (prob: 0.1789)
Episode 83 | Step 5 | State: [0.064, 0.147, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1677 | TURN_LEFT: 0.1780 | TURN_RIGHT: 0.1463 | FORWARD_LEFT: 0.1777 | FORWARD_RIGHT: 0.1527 | BACKWARD: 0.1775 | Selected: TURN_LEFT (prob: 0.1780)
Episode 83 | Step 6 | State: [0.064, 0.120, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1735 | TURN_LEFT: 0.1774 | TURN_RIGHT: 0.1456 | FORWARD_LEFT: 0.1759 | FORWARD_RIGHT: 0.1511 | BACKWARD: 0.1765 | Selected: TURN_LEFT (prob: 0.1774)
Episode 83 | Step 7 | State: [0.064, 0.120, 1.000, 1.000, 1.000, 1.000, 0.588, 1.000] | Action Distribution: FORWARD: 0.1797 | TURN_LEFT: 0.1764 | TURN_RIGHT: 0.1451 | FORWARD_LEFT: 0.1742 | FORWARD_RIGHT: 0.1502 | BACKWARD: 0.1744 | Selected: FORWARD (prob: 0.1797)
Episode 83 | Step 8 | State: [0.064, 0.087, 1.000, 1.000, 1.000, 1.000, 0.585, 1.000] | Action Distribution: FORWARD: 0.1852 | TURN_LEFT: 0.1755 | TURN_RIGHT: 0.1444 | FORWARD_LEFT: 0.1721 | FORWARD_RIGHT: 0.1495 | BACKWARD: 0.1733 | Selected: FORWARD (prob: 0.1852)
Episode 83 | Step 9 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.600, 1.000] | Action Distribution: FORWARD: 0.1893 | TURN_LEFT: 0.1750 | TURN_RIGHT: 0.1442 | FORWARD_LEFT: 0.1706 | FORWARD_RIGHT: 0.1489 | BACKWARD: 0.1719 | Selected: FORWARD (prob: 0.1893)
Episode 83 | Step 10 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.599, 1.000] | Action Distribution: FORWARD: 0.1926 | TURN_LEFT: 0.1745 | TURN_RIGHT: 0.1446 | FORWARD_LEFT: 0.1696 | FORWARD_RIGHT: 0.1482 | BACKWARD: 0.1705 | Selected: FORWARD_LEFT (prob: 0.1696)
Episode 84 | Step 1 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.599, 1.000] | Action Distribution: FORWARD: 0.1951 | TURN_LEFT: 0.1739 | TURN_RIGHT: 0.1453 | FORWARD_LEFT: 0.1687 | FORWARD_RIGHT: 0.1477 | BACKWARD: 0.1693 | Selected: FORWARD (prob: 0.1951)
Episode 84 | Step 2 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.599, 1.000] | Action Distribution: FORWARD: 0.1967 | TURN_LEFT: 0.1733 | TURN_RIGHT: 0.1462 | FORWARD_LEFT: 0.1685 | FORWARD_RIGHT: 0.1474 | BACKWARD: 0.1679 | Selected: FORWARD (prob: 0.1967)
Episode 84 | Step 3 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.596, 1.000] | Action Distribution: FORWARD: 0.1977 | TURN_LEFT: 0.1727 | TURN_RIGHT: 0.1473 | FORWARD_LEFT: 0.1685 | FORWARD_RIGHT: 0.1472 | BACKWARD: 0.1667 | Selected: FORWARD (prob: 0.1977)
Episode 84 | Step 4 | State: [0.065, 0.066, 1.000, 1.000, 1.000, 1.000, 0.599, 1.000] | Action Distribution: FORWARD: 0.1981 | TURN_LEFT: 0.1721 | TURN_RIGHT: 0.1484 | FORWARD_LEFT: 0.1685 | FORWARD_RIGHT: 0.1472 | BACKWARD: 0.1657 | Selected: FORWARD (prob: 0.1981)
Episode 84 | Step 5 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.593, 1.000] | Action Distribution: FORWARD: 0.1981 | TURN_LEFT: 0.1716 | TURN_RIGHT: 0.1495 | FORWARD_LEFT: 0.1685 | FORWARD_RIGHT: 0.1473 | BACKWARD: 0.1650 | Selected: FORWARD (prob: 0.1981)
Episode 84 | Step 6 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.592, 1.000] | Action Distribution: FORWARD: 0.1976 | TURN_LEFT: 0.1711 | TURN_RIGHT: 0.1507 | FORWARD_LEFT: 0.1687 | FORWARD_RIGHT: 0.1475 | BACKWARD: 0.1644 | Selected: FORWARD (prob: 0.1976)
Episode 84 | Step 7 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.598, 1.000] | Action Distribution: FORWARD: 0.1966 | TURN_LEFT: 0.1708 | TURN_RIGHT: 0.1519 | FORWARD_LEFT: 0.1690 | FORWARD_RIGHT: 0.1478 | BACKWARD: 0.1638 | Selected: FORWARD (prob: 0.1966)
Episode 84 | Step 8 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.599, 1.000] | Action Distribution: FORWARD: 0.1956 | TURN_LEFT: 0.1706 | TURN_RIGHT: 0.1530 | FORWARD_LEFT: 0.1692 | FORWARD_RIGHT: 0.1482 | BACKWARD: 0.1635 | Selected: FORWARD (prob: 0.1956)
Episode 84 | Step 9 | State: [0.065, 0.066, 1.000, 1.000, 1.000, 1.000, 0.599, 1.000] | Action Distribution: FORWARD: 0.1940 | TURN_LEFT: 0.1705 | TURN_RIGHT: 0.1541 | FORWARD_LEFT: 0.1694 | FORWARD_RIGHT: 0.1486 | BACKWARD: 0.1634 | Selected: FORWARD (prob: 0.1940)
Episode 84 | Step 10 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.591, 1.000] | Action Distribution: FORWARD: 0.1923 | TURN_LEFT: 0.1705 | TURN_RIGHT: 0.1552 | FORWARD_LEFT: 0.1697 | FORWARD_RIGHT: 0.1489 | BACKWARD: 0.1634 | Selected: FORWARD (prob: 0.1923)
Episode 85 | Step 1 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.592, 1.000] | Action Distribution: FORWARD: 0.1906 | TURN_LEFT: 0.1705 | TURN_RIGHT: 0.1562 | FORWARD_LEFT: 0.1699 | FORWARD_RIGHT: 0.1493 | BACKWARD: 0.1634 | Selected: FORWARD (prob: 0.1906)
Episode 85 | Step 2 | State: [0.065, 0.066, 1.000, 1.000, 1.000, 1.000, 0.599, 1.000] | Action Distribution: FORWARD: 0.1886 | TURN_LEFT: 0.1705 | TURN_RIGHT: 0.1573 | FORWARD_LEFT: 0.1703 | FORWARD_RIGHT: 0.1499 | BACKWARD: 0.1635 | Selected: FORWARD (prob: 0.1886)
Episode 85 | Step 3 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.593, 1.000] | Action Distribution: FORWARD: 0.1865 | TURN_LEFT: 0.1705 | TURN_RIGHT: 0.1583 | FORWARD_LEFT: 0.1708 | FORWARD_RIGHT: 0.1503 | BACKWARD: 0.1636 | Selected: FORWARD (prob: 0.1865)
Episode 85 | Step 4 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.599, 1.000] | Action Distribution: FORWARD: 0.1845 | TURN_LEFT: 0.1707 | TURN_RIGHT: 0.1593 | FORWARD_LEFT: 0.1712 | FORWARD_RIGHT: 0.1509 | BACKWARD: 0.1635 | Selected: FORWARD (prob: 0.1845)
Episode 85 | Step 5 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.592, 1.000] | Action Distribution: FORWARD: 0.1825 | TURN_LEFT: 0.1710 | TURN_RIGHT: 0.1602 | FORWARD_LEFT: 0.1716 | FORWARD_RIGHT: 0.1513 | BACKWARD: 0.1635 | Selected: FORWARD (prob: 0.1825)
Episode 85 | Step 6 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.598, 1.000] | Action Distribution: FORWARD: 0.1805 | TURN_LEFT: 0.1712 | TURN_RIGHT: 0.1610 | FORWARD_LEFT: 0.1719 | FORWARD_RIGHT: 0.1519 | BACKWARD: 0.1636 | Selected: FORWARD (prob: 0.1805)
Episode 85 | Step 7 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.592, 1.000] | Action Distribution: FORWARD: 0.1789 | TURN_LEFT: 0.1713 | TURN_RIGHT: 0.1616 | FORWARD_LEFT: 0.1721 | FORWARD_RIGHT: 0.1524 | BACKWARD: 0.1638 | Selected: FORWARD (prob: 0.1789)
Episode 85 | Step 8 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.598, 1.000] | Action Distribution: FORWARD: 0.1773 | TURN_LEFT: 0.1714 | TURN_RIGHT: 0.1623 | FORWARD_LEFT: 0.1723 | FORWARD_RIGHT: 0.1528 | BACKWARD: 0.1638 | Selected: FORWARD (prob: 0.1773)
Episode 85 | Step 9 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.592, 1.000] | Action Distribution: FORWARD: 0.1756 | TURN_LEFT: 0.1716 | TURN_RIGHT: 0.1629 | FORWARD_LEFT: 0.1727 | FORWARD_RIGHT: 0.1531 | BACKWARD: 0.1641 | Selected: FORWARD (prob: 0.1756)
Episode 85 | Step 10 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.592, 1.000] | Action Distribution: FORWARD: 0.1741 | TURN_LEFT: 0.1716 | TURN_RIGHT: 0.1635 | FORWARD_LEFT: 0.1730 | FORWARD_RIGHT: 0.1535 | BACKWARD: 0.1643 | Selected: FORWARD (prob: 0.1741)
Episode 86 | Step 1 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.592, 1.000] | Action Distribution: FORWARD: 0.1727 | TURN_LEFT: 0.1715 | TURN_RIGHT: 0.1640 | FORWARD_LEFT: 0.1733 | FORWARD_RIGHT: 0.1540 | BACKWARD: 0.1645 | Selected: FORWARD_LEFT (prob: 0.1733)
Episode 86 | Step 2 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.597, 1.000] | Action Distribution: FORWARD: 0.1708 | TURN_LEFT: 0.1713 | TURN_RIGHT: 0.1645 | FORWARD_LEFT: 0.1737 | FORWARD_RIGHT: 0.1544 | BACKWARD: 0.1652 | Selected: FORWARD_LEFT (prob: 0.1737)
Episode 86 | Step 3 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.592, 1.000] | Action Distribution: FORWARD: 0.1684 | TURN_LEFT: 0.1714 | TURN_RIGHT: 0.1651 | FORWARD_LEFT: 0.1739 | FORWARD_RIGHT: 0.1549 | BACKWARD: 0.1663 | Selected: FORWARD_LEFT (prob: 0.1739)
Episode 86 | Step 4 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.591, 1.000] | Action Distribution: FORWARD: 0.1653 | TURN_LEFT: 0.1716 | TURN_RIGHT: 0.1659 | FORWARD_LEFT: 0.1744 | FORWARD_RIGHT: 0.1554 | BACKWARD: 0.1675 | Selected: FORWARD_LEFT (prob: 0.1744)
Episode 86 | Step 5 | State: [0.065, 0.065, 1.000, 1.000, 1.000, 1.000, 0.597, 1.000] | Action Distribution: FORWARD: 0.1621 | TURN_LEFT: 0.1718 | TURN_RIGHT: 0.1666 | FORWARD_LEFT: 0.1749 | FORWARD_RIGHT: 0.1559 | BACKWARD: 0.1688 | Selected: FORWARD_LEFT (prob: 0.1749)
Episode 86 | Step 6 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 1.000, 0.592, 1.000] | Action Distribution: FORWARD: 0.1587 | TURN_LEFT: 0.1719 | TURN_RIGHT: 0.1673 | FORWARD_LEFT: 0.1754 | FORWARD_RIGHT: 0.1564 | BACKWARD: 0.1703 | Selected: FORWARD_LEFT (prob: 0.1754)
